id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
152,0,3,52,100.0,75.0,2,100649,0,0,0,0,73.8,1,3,0.2,0.2,0,Bernard,0.2,3,1,23.6,False,72.2,328,,2019-09-28T19:00:18.071389Z,65,0,0,0,100649.jpg,2.8,0,0,Anício Caldeira Duarte,0.9,False,,a,8,11,91.0,17,173927,354,171828,3383,0.0,2.6,Bernard,2
188,1,3,60,100.0,100.0,0,152760,0,0,-2,2,45.4,0,4,1.3,1.8,1,Divock,0.8,4,1,13.6,False,55.2,163,,2019-09-14T13:30:10.426607Z,53,0,0,0,152760.jpg,2.8,0,0,Origi,2.9,False,,a,10,14,35.0,17,324071,2051,470384,6316,0.2,3.2,Origi,0
54,1,0,80,75.0,50.0,2,66242,0,0,0,0,91.2,0,3,0.9,0.1,0,Davy,1.2,8,0,26.6,False,102.2,540,Hamstring injury - 75% chance of playing,2019-09-29T10:30:09.519275Z,50,0,0,0,66242.jpg,2.8,0,0,Pröpper,0.5,False,,d,4,36,72.0,17,79232,18,72727,2671,0.2,3.4,Pröpper,0
172,1,0,64,,,0,201666,0,0,-1,1,72.2,0,3,2.0,1.0,1,Harvey,2.0,3,1,27.7,False,79.6,330,,,59,0,0,0,201666.jpg,2.4,0,0,Barnes,0.3,False,,a,9,13,123.0,17,13127,510,14451,670,0.3,2.9,Barnes,0
17,0,2,72,,,0,153133,0,0,-1,1,100.8,0,3,1.8,1.8,2,Alex,1.8,10,1,35.7,False,89.6,385,,,59,0,0,0,153133.jpg,2.8,0,0,Iwobi,1.6,False,,a,8,11,166.0,17,112217,954,169102,5277,0.3,2.9,Iwobi,0
28,1,1,67,,,1,85242,0,0,-3,3,87.8,1,3,3.5,3.0,11,Conor,3.5,4,1,24.7,False,83.4,272,,,57,0,0,0,85242.jpg,3.4,0,0,Hourihane,0.1,False,,a,2,7,76.0,17,3309,1255,13598,212,0.6,3.0,Hourihane,1
119,0,1,57,100.0,100.0,0,116594,0,0,0,0,25.1,0,3,4.3,4.3,7,N'Golo,3.8,5,2,16.7,False,107.6,287,,2019-09-28T16:00:17.110514Z,50,0,0,0,116594.jpg,4.2,0,0,Kanté,5.2,False,,a,6,8,35.0,17,226029,24033,383799,4417,0.8,3.4,Kanté,1
364,0,2,55,,,0,73426,0,0,-2,2,83.9,0,4,0.0,1.0,1,Andre,1.0,9,1,30.1,False,52.8,395,,,58,0,0,0,73426.jpg,2.1,0,0,Gray,0.5,False,,a,18,57,168.0,17,30931,298,55234,1493,0.2,2.9,Gray,0
431,3,0,60,,,0,176413,0,0,-3,3,69.3,0,3,1.5,1.5,4,Christian,1.0,8,0,22.5,False,62.4,285,,,72,0,0,0,176413.jpg,3.4,0,0,Pulisic,3.2,False,,a,6,8,93.0,17,212056,1415,596562,10100,0.1,2.4,Pulisic,0
363,1,2,63,100.0,100.0,0,94924,0,0,-4,4,184.6,0,4,1.5,2.5,1,Gerard,2.5,15,0,54.2,False,89.2,446,,2019-08-04T11:30:17.304977Z,61,0,0,0,94924.jpg,2.0,0,0,Deulofeu,1.9,False,,a,18,57,270.0,16,71015,1277,318340,6130,0.4,2.6,Deulofeu,1
255,0,2,111,,,2,106618,0,0,0,0,21.7,0,2,1.0,1.0,0,Paul,1.5,13,0,19.5,False,133.6,630,,,45,1,0,0,106618.jpg,2.3,0,0,Dummett,0.3,False,,a,13,4,42.0,16,18041,122,14761,689,0.3,3.6,Dummett,2
328,0,0,114,,,2,78056,0,0,0,0,90.3,0,3,2.0,1.5,2,Oriol,2.0,14,0,25.0,False,123.0,693,,,45,0,0,0,78056.jpg,2.0,0,0,Romeu Vidal,1.2,False,,a,16,20,37.0,16,43977,1082,50890,2178,0.4,3.6,Oriol Romeu,2
345,1,0,54,,,0,95715,-1,1,-4,4,58.5,0,3,1.8,1.8,1,Lucas,0.8,2,1,27.8,False,72.2,240,,,71,0,0,0,95715.jpg,2.7,0,0,Rodrigues Moura da Silva,4.1,False,,a,17,6,151.0,16,247768,1541,699494,13826,0.1,2.3,Lucas Moura,0
111,0,0,121,,,1,109745,0,0,0,0,0.0,0,1,3.3,3.3,2,Kepa,2.8,14,0,12.9,False,128.6,720,,,55,0,0,0,109745.jpg,2.0,0,14,Arrizabalaga,5.2,False,,a,6,8,0.0,16,164275,20793,194402,7172,0.5,2.9,Kepa,0
493,0,2,97,,,2,110735,0,0,-1,1,47.3,0,2,4.0,3.0,6,Adam,4.0,7,0,16.1,False,99.8,450,,,44,0,0,0,110735.jpg,3.2,0,0,Webster,0.2,False,,a,4,36,14.0,16,5977,2304,4247,412,0.9,3.6,Webster,1
286,0,0,102,75.0,100.0,0,78607,0,0,-1,1,51.0,0,3,3.0,3.5,2,Kenny,3.0,15,1,18.8,False,117.8,471,Hip injury - 75% chance of playing,2019-10-09T20:30:12.707077Z,49,0,0,0,78607.jpg,2.3,0,0,McLean,0.2,False,,d,14,45,20.0,16,7979,181,8903,682,0.6,3.3,McLean,1
501,0,1,54,75.0,,3,169432,0,0,-1,1,48.1,0,4,0.8,1.8,1,Oliver,1.8,4,1,21.8,False,71.0,457,Muscle injury - 75% chance of playing,2019-10-08T09:00:11.047638Z,59,0,0,0,169432.jpg,2.0,0,0,McBurnie,0.1,False,,d,15,49,98.0,16,9031,180,11009,866,0.3,2.7,McBurnie,2
24,0,0,95,,,2,47390,0,0,0,0,27.5,0,2,1.8,1.3,0,Neil,1.8,11,0,14.5,False,90.8,568,,,45,0,0,0,47390.jpg,2.3,0,0,Taylor,0.3,False,,a,2,7,26.0,16,15708,422,13537,1010,0.4,3.6,Taylor,1
103,2,0,92,,,1,82263,0,0,-3,3,105.5,0,2,4.3,4.3,5,Marcos,3.8,4,0,25.4,False,97.6,346,,,62,0,0,0,82263.jpg,3.2,0,0,Alonso,2.8,False,,a,6,8,52.0,16,69678,9466,204164,3708,0.6,2.6,Alonso,2
438,0,3,65,0.0,0.0,1,431131,-1,1,-3,3,13.1,1,3,0.0,0.0,0,Moussa,2.8,0,2,16.9,False,92.0,123,Muscle injury - Unknown return date,2019-09-19T14:00:13.683201Z,52,0,0,0,431131.jpg,5.3,0,0,Djenepo,0.1,False,,i,16,20,63.0,16,17827,69,18403,716,0.5,3.0,Djenepo,2
437,1,0,26,,,2,200439,0,0,-4,4,75.9,0,4,2.0,1.5,1,Che,2.0,7,0,25.5,False,16.8,454,,,56,0,0,0,200439.jpg,2.3,0,0,Adams,0.5,False,,a,16,20,171.0,16,24452,561,73445,1737,0.4,2.9,Adams,0
135,0,0,78,,,1,60252,0,0,-3,3,42.8,0,3,1.2,2.2,1,Andros,2.2,6,1,17.2,False,94.0,288,,,57,0,0,0,60252.jpg,2.3,0,0,Townsend,1.6,False,,a,7,31,35.0,16,32935,628,160587,3319,0.4,2.8,Townsend,0
325,0,0,73,,,2,132015,0,0,-2,2,107.9,0,3,2.2,1.7,2,Pierre-Emile,2.2,13,0,32.1,False,104.2,647,,,48,0,0,0,132015.jpg,2.0,0,0,Højbjerg,0.4,False,,a,16,20,110.0,16,10233,523,34734,899,0.5,3.3,Højbjerg,1
271,1,2,73,0.0,0.0,2,153127,0,0,0,0,55.3,0,3,0.0,0.0,0,Isaac,0.8,13,0,23.0,False,119.6,582,Suspended until 02 Nov,2019-09-29T18:00:18.547838Z,45,0,0,0,153127.jpg,2.3,1,0,Hayden,5.0,False,,s,13,4,54.0,16,214054,164,336293,25432,0.2,3.6,Hayden,1
420,0,0,53,75.0,100.0,3,151589,0,0,-1,1,40.1,0,3,1.8,0.8,3,Leander,1.8,8,0,18.3,False,66.2,590,Illness - 75% chance of playing,2019-10-11T10:00:13.063158Z,44,1,0,0,151589.jpg,1.9,0,0,Dendoncker,10.0,False,,d,20,39,77.0,15,354044,14587,609233,21483,0.4,3.4,Dendoncker,0
270,1,0,65,100.0,100.0,2,180135,0,0,0,0,114.7,0,3,0.7,0.7,3,Sean,1.2,8,0,24.1,False,93.6,442,,2019-09-13T09:00:17.822637Z,50,0,0,0,180135.jpg,2.5,0,0,Longstaff,0.4,False,,a,13,4,32.0,15,13696,980,37748,503,0.2,3.0,Longstaff,1
369,0,0,53,100.0,100.0,1,61566,0,0,-3,3,119.8,0,3,1.8,2.8,3,Roberto,2.8,8,1,32.1,False,77.0,444,,2019-08-22T16:30:07.861792Z,57,0,0,0,61566.jpg,2.1,0,0,Pereyra,1.0,False,,a,18,57,124.0,15,16072,481,204408,2024,0.5,2.6,Pereyra,1
404,0,0,81,,,2,41727,0,0,-1,1,32.2,0,2,1.5,0.5,6,Ryan,1.5,5,0,14.0,False,93.4,437,,,49,0,0,0,41727.jpg,3.0,0,0,Bennett,0.5,False,,a,20,39,14.0,15,12353,510,25879,575,0.3,3.1,Bennett,2
238,2,0,67,50.0,25.0,1,74208,0,0,-1,1,168.0,0,3,0.0,0.2,0,Paul,0.5,5,0,33.4,False,98.6,450,Ankle injury - 50% chance of playing,2019-10-02T12:30:15.251342Z,84,0,1,0,74208.jpg,3.0,0,0,Pogba,3.9,False,,d,12,1,67.0,15,273322,623,581873,9670,0.1,1.8,Pogba,0
3,1,1,93,100.0,100.0,1,111457,0,0,-1,1,76.1,0,2,4.2,3.7,7,Sead,3.2,7,0,18.6,False,87.6,469,,2019-09-19T23:30:10.394662Z,54,0,0,0,111457.jpg,2.5,0,0,Kolasinac,0.9,False,,a,1,3,23.0,15,32120,4143,73993,1289,0.6,2.8,Kolasinac,1
