,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gameweek,id_,sum_points,web_name
2832,0,0,0,0,0.0,500,38,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,18,0,0,0,0,4,0,19260,1,1,0.0,0,-8807,304,9111,54,True,0,4,500,2,Saint-Maximin
2833,0,0,0,0,0.0,500,44,0,0,0.0,0.0,2019-09-14T11:30:00Z,0,10,0,0,0,0,5,0,14955,1,3,0.0,0,-4559,73,4632,54,False,0,5,500,2,Saint-Maximin
2834,0,0,6,0,10.2,500,58,0,0,3.0,8.4,2019-09-21T16:30:00Z,17,4,0,0,0,0,6,0,13869,0,0,11.0,1,-1315,254,1569,54,True,0,6,500,3,Saint-Maximin
2835,0,0,0,0,0.0,500,66,0,0,0.0,0.0,2019-09-29T15:30:00Z,0,9,0,0,0,0,7,0,14173,0,5,0.0,0,114,964,850,54,False,0,7,500,3,Saint-Maximin
2836,0,0,9,1,22.0,500,76,0,0,4.3,6.2,2019-10-06T15:30:00Z,82,12,0,0,0,0,8,0,14236,0,1,15.0,3,-96,693,789,54,True,0,8,500,6,Saint-Maximin
2837,0,0,9,0,39.4,500,83,1,0,5.3,11.0,2019-10-19T14:00:00Z,84,6,0,0,0,0,9,0,17156,0,1,3.0,2,2424,3123,699,54,False,0,9,500,8,Saint-Maximin
2838,0,0,8,0,15.7,500,96,1,0,7.2,10.2,2019-10-27T14:00:00Z,89,20,0,0,0,0,10,0,20015,1,1,46.0,2,2658,3327,669,54,True,0,10,500,10,Saint-Maximin
2839,0,0,7,0,15.2,500,110,1,0,8.2,17.4,2019-11-02T15:00:00Z,76,19,0,0,0,0,11,0,21636,3,2,49.0,2,1331,2876,1545,54,False,0,11,500,12,Saint-Maximin
2840,1,0,15,0,31.2,500,116,1,0,7.7,16.0,2019-11-09T15:00:00Z,89,3,0,0,0,0,12,0,28192,1,2,30.0,5,5760,7000,1240,54,True,0,12,500,17,Saint-Maximin
2841,0,0,14,0,29.6,347,6,1,0,4.1,10.8,2019-08-10T16:30:00Z,63,2,0,0,0,0,1,0,20098,1,3,1.0,2,0,0,0,55,True,0,1,347,2,Winks
2842,0,0,10,0,0.8,347,16,2,0,1.0,9.4,2019-08-17T16:30:00Z,55,11,0,0,0,0,2,0,23991,2,2,0.0,1,-1072,1735,2807,55,False,0,2,347,3,Winks
2843,0,0,12,0,24.5,347,28,1,0,5.4,27.8,2019-08-25T15:30:00Z,90,13,0,0,0,0,3,0,23567,1,0,2.0,1,-1652,1360,3012,55,True,1,3,347,4,Winks
2844,0,0,9,0,22.1,347,31,2,0,4.9,27.2,2019-09-01T15:30:00Z,90,1,0,0,0,0,4,0,22818,2,2,0.0,1,-1731,1109,2840,55,False,1,4,347,5,Winks
2845,0,0,10,1,3.6,347,48,0,0,2.4,4.2,2019-09-14T14:00:00Z,66,7,0,0,0,0,5,0,23655,0,4,16.0,2,-358,1973,2331,55,True,1,5,347,7,Winks
2846,0,0,17,0,16.0,347,56,2,0,3.2,16.0,2019-09-21T11:30:00Z,90,9,0,0,0,0,6,0,23657,1,2,0.0,2,-458,1178,1636,54,False,0,6,347,9,Winks
2847,0,0,15,0,4.0,347,69,1,0,2.5,13.2,2019-09-28T14:00:00Z,90,16,0,0,0,0,7,0,23366,1,2,8.0,2,-752,1203,1955,54,True,0,7,347,11,Winks
2848,0,0,9,0,3.5,347,72,1,0,1.3,9.6,2019-10-05T11:30:00Z,45,4,0,0,0,0,8,0,22790,0,3,0.0,1,-842,750,1592,54,False,0,8,347,12,Winks
2849,0,0,13,0,15.2,347,89,1,0,3.0,15.0,2019-10-19T14:00:00Z,70,18,0,0,0,0,9,0,21944,1,1,0.0,2,-1117,506,1623,54,True,0,9,347,14,Winks
2850,0,0,6,0,0.8,347,94,1,0,0.5,3.8,2019-10-27T16:30:00Z,62,10,0,0,0,0,10,0,21480,1,2,0.0,2,-606,279,885,53,False,0,10,347,16,Winks
2851,0,0,0,0,0.0,347,106,0,0,0.0,0.0,2019-11-03T16:30:00Z,0,8,0,0,0,0,11,0,21051,1,1,0.0,0,-615,497,1112,53,False,0,11,347,16,Winks
2852,0,0,11,0,14.9,347,119,1,0,3.6,13.6,2019-11-09T15:00:00Z,45,15,0,0,0,0,12,0,20715,1,1,7.0,1,-496,367,863,53,True,0,12,347,17,Winks
2853,0,0,13,0,1.0,24,6,3,0,2.5,24.2,2019-08-10T16:30:00Z,90,17,0,0,0,0,1,0,12095,1,3,0.0,1,0,0,0,45,False,0,1,24,1,Taylor
2854,0,0,14,0,16.9,24,12,2,0,5.4,13.0,2019-08-17T14:00:00Z,90,3,0,0,0,0,2,0,15221,2,1,24.0,1,-236,1323,1559,45,True,0,2,24,2,Taylor
2855,0,0,22,1,0.9,24,21,0,0,1.2,8.8,2019-08-23T19:00:00Z,90,8,0,0,0,0,3,0,15009,0,2,2.0,6,-968,789,1757,45,True,0,3,24,8,Taylor
2856,0,0,9,0,2.1,24,34,1,0,1.8,16.2,2019-08-31T14:00:00Z,90,7,0,0,0,0,4,0,19823,0,1,0.0,1,2738,4661,1923,45,False,1,4,24,9,Taylor
2857,0,0,22,1,3.9,24,41,0,0,2.1,17.0,2019-09-16T19:00:00Z,90,19,0,0,0,0,5,0,21312,0,0,0.0,6,603,2521,1918,45,True,0,5,24,15,Taylor
2858,0,0,12,0,1.9,24,51,3,0,1.3,10.6,2019-09-22T15:30:00Z,90,1,0,0,0,0,6,0,23150,2,3,0.0,1,1093,2692,1599,45,False,0,6,24,16,Taylor
2859,0,0,3,0,0.8,24,61,2,0,0.2,1.0,2019-09-28T14:00:00Z,28,5,0,0,0,0,7,0,24804,2,2,0.0,0,968,2677,1709,45,True,0,7,24,16,Taylor
2860,0,0,0,0,0.0,24,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,14,0,0,0,0,8,0,23469,5,1,0.0,0,-1439,623,2062,45,False,0,8,24,16,Taylor
2861,0,0,0,0,0.0,24,81,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,4,0,0,0,0,9,0,22904,1,2,0.0,0,-1028,781,1809,45,True,0,9,24,16,Taylor
2862,0,0,0,0,0.0,24,95,0,0,0.0,0.0,2019-10-26T11:30:00Z,0,11,0,0,0,0,10,0,21721,0,3,0.0,0,-1287,214,1501,45,False,0,10,24,16,Taylor
2863,0,0,0,0,0.0,24,102,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,10,0,0,0,0,11,0,20609,2,1,0.0,0,-1270,269,1539,45,True,0,11,24,16,Taylor
2864,0,0,3,0,1.0,24,120,1,0,1.1,9.0,2019-11-10T14:00:00Z,45,20,0,0,0,0,12,0,19789,1,2,1.0,1,-958,190,1148,45,False,0,12,24,17,Taylor
2865,0,0,3,0,1.4,399,8,4,0,0.8,6.6,2019-08-10T11:30:00Z,45,11,0,0,0,0,1,0,56910,5,0,0.0,1,0,0,0,65,True,0,1,399,1,Fornals
2866,0,0,4,0,2.8,399,13,1,0,1.0,4.6,2019-08-17T14:00:00Z,76,4,0,0,0,0,2,0,53941,1,1,3.0,2,-5993,1751,7744,65,False,0,2,399,3,Fornals
2867,0,0,4,0,1.1,399,29,0,0,2.7,8.4,2019-08-24T14:00:00Z,12,18,0,0,0,0,3,0,43487,3,1,17.0,1,-10974,592,11566,64,False,0,3,399,4,Fornals
2868,0,0,4,0,0.8,399,40,0,0,0.2,1.2,2019-08-31T14:00:00Z,2,14,0,0,0,0,4,0,34899,0,2,0.0,1,-9177,672,9849,63,True,0,4,399,5,Fornals
2869,0,0,5,0,11.8,399,41,0,0,2.9,3.4,2019-09-16T19:00:00Z,28,2,0,0,0,0,5,0,28656,0,0,14.0,1,-6674,320,6994,62,False,0,5,399,6,Fornals
2870,0,0,13,1,14.9,399,60,0,0,2.4,6.8,2019-09-22T13:00:00Z,90,12,0,0,0,0,6,0,26053,0,2,2.0,3,-2933,242,3175,62,True,0,6,399,9,Fornals
2871,0,0,14,0,41.3,399,62,2,0,10.3,10.0,2019-09-28T14:00:00Z,66,3,0,0,0,0,7,0,24525,2,2,52.0,2,-1766,454,2220,61,False,0,7,399,11,Fornals
2872,0,0,3,0,0.8,399,80,1,0,0.1,0.2,2019-10-05T16:30:00Z,22,7,0,0,0,0,8,0,23427,2,1,0.0,1,-1251,303,1554,61,True,0,8,399,12,Fornals
2873,0,0,0,0,5.2,399,85,1,0,2.7,0.0,2019-10-19T11:30:00Z,62,8,0,0,0,0,9,0,22448,0,2,22.0,2,-1102,183,1285,61,False,0,9,399,14,Fornals
2874,0,0,8,0,14.3,399,100,0,0,2.3,6.2,2019-10-26T14:00:00Z,12,15,0,0,0,0,10,0,21997,1,1,2.0,1,-535,157,692,61,True,0,10,399,15,Fornals
2875,0,0,0,0,0.0,399,110,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,13,0,0,0,0,11,0,21201,3,2,0.0,0,-903,102,1005,60,True,0,11,399,15,Fornals
2876,0,0,7,0,6.6,399,111,3,0,0.7,0.0,2019-11-09T15:00:00Z,63,5,0,0,0,0,12,0,20656,0,3,0.0,2,-632,68,700,60,False,0,12,399,17,Fornals
2877,0,0,22,1,0.4,404,5,0,0,1.7,9.0,2019-08-11T13:00:00Z,90,9,0,0,0,0,1,0,36416,0,0,8.0,6,0,0,0,50,False,0,1,404,6,Bennett
2878,0,0,11,0,0.9,404,20,1,0,1.8,14.6,2019-08-19T19:00:00Z,90,12,0,0,0,0,2,0,39823,1,1,2.0,1,-991,1825,2816,50,True,1,2,404,7,Bennett
2879,0,0,14,0,20.0,404,30,1,0,5.1,26.8,2019-08-25T15:30:00Z,90,5,0,0,0,0,3,0,41482,1,1,4.0,2,-79,3225,3304,50,True,0,3,404,9,Bennett
2880,0,0,13,0,10.7,404,35,3,0,3.5,24.0,2019-09-01T13:00:00Z,90,8,0,0,0,0,4,0,41771,2,3,0.0,0,-852,2523,3375,50,False,1,4,404,9,Bennett
2881,0,0,0,0,0.0,404,50,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,6,0,0,0,0,5,0,41356,5,2,0.0,0,-1320,3078,4398,50,True,0,5,404,9,Bennett
2882,0,0,0,0,0.0,404,54,0,0,0.0,0.0,2019-09-22T13:00:00Z,0,7,0,0,0,0,6,0,38606,1,1,0.0,0,-3098,510,3608,50,False,0,6,404,9,Bennett
2883,0,0,0,0,0.0,404,70,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,18,0,0,0,0,7,0,35136,0,2,0.0,0,-3738,457,4195,49,True,0,7,404,9,Bennett
2884,0,0,21,1,0.2,404,75,0,0,1.9,19.0,2019-10-06T13:00:00Z,77,11,0,0,0,0,8,0,31912,2,0,0.0,6,-3383,225,3608,49,False,0,8,404,15,Bennett
2885,0,0,3,0,0.3,404,90,0,0,0.0,0.0,2019-10-19T14:00:00Z,17,16,0,0,0,0,9,0,32388,1,1,0.0,1,-90,1105,1195,49,True,0,9,404,16,Bennett
2886,0,0,0,0,0.0,404,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,13,0,0,0,0,10,0,29678,1,1,0.0,0,-2607,41,2648,49,False,0,10,404,16,Bennett
2887,0,0,0,0,0.0,404,101,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,1,0,0,0,0,11,0,26768,1,1,0.0,0,-2971,83,3054,49,False,0,11,404,16,Bennett
2888,0,0,3,0,0.1,404,120,1,0,0.0,0.2,2019-11-10T14:00:00Z,4,2,0,0,0,0,12,0,24685,1,2,0.0,1,-2142,147,2289,49,True,0,12,404,17,Bennett
2889,0,1,28,1,33.1,96,3,0,1,9.9,44.2,2019-08-10T14:00:00Z,90,16,0,0,0,0,1,0,15688,0,3,22.0,9,0,0,0,60,True,0,1,96,9,Gudmundsson
2890,0,0,15,0,63.1,96,11,2,0,8.8,20.4,2019-08-17T11:30:00Z,71,1,0,0,0,0,2,0,115765,1,2,4.0,2,50832,64091,13259,60,False,0,2,96,11,Gudmundsson
2891,0,0,8,1,11.2,96,30,0,0,3.4,3.2,2019-08-25T15:30:00Z,65,20,0,0,0,0,3,0,106007,1,1,20.0,3,-9018,12501,21519,60,False,0,3,96,14,Gudmundsson
2892,0,0,0,0,0.0,96,32,0,0,0.0,0.0,2019-08-31T16:30:00Z,0,10,0,0,0,0,4,0,76839,3,0,0.0,0,-28829,1472,30301,60,True,0,4,96,14,Gudmundsson
2893,0,0,0,0,0.0,96,43,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,4,0,0,0,0,5,0,57883,1,1,0.0,0,-20105,256,20361,60,False,0,5,96,14,Gudmundsson
2894,0,0,0,0,0.0,96,52,0,0,0.0,0.0,2019-09-21T14:00:00Z,0,14,0,0,0,0,6,0,50454,0,2,0.0,0,-8396,126,8522,60,True,0,6,96,14,Gudmundsson
2895,0,0,0,0,0.0,96,61,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,2,0,0,0,0,7,0,45781,2,2,0.0,0,-4895,333,5228,60,False,0,7,96,14,Gudmundsson
2896,0,0,7,1,6.3,96,73,0,0,4.6,6.6,2019-10-05T14:00:00Z,83,8,0,0,0,0,8,0,43853,0,1,33.0,3,-2212,242,2454,59,True,0,8,96,17,Gudmundsson
2897,0,0,0,0,0.0,96,86,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,9,0,0,0,0,9,0,41107,1,2,0.0,0,-2813,122,2935,59,False,0,9,96,17,Gudmundsson
2898,0,0,0,0,0.0,96,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,6,0,0,0,0,10,0,38703,4,2,0.0,0,-2476,24,2500,59,True,0,10,96,17,Gudmundsson
2899,0,0,0,0,0.0,96,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,15,0,0,0,0,11,0,36314,0,3,0.0,0,-2386,16,2402,59,False,0,11,96,17,Gudmundsson
2900,0,0,0,0,0.0,96,111,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,19,0,0,0,0,12,0,35177,0,3,0.0,0,-1187,7,1194,59,True,0,12,96,17,Gudmundsson
2901,1,3,38,1,12.3,4,10,0,0,5.1,38.4,2019-08-11T13:00:00Z,90,13,0,0,0,0,1,0,57131,1,0,0.0,12,0,0,0,50,False,0,1,4,12,Maitland-Niles
2902,0,0,13,0,19.8,4,11,1,0,4.2,15.4,2019-08-17T11:30:00Z,90,5,0,0,0,0,2,0,300326,1,2,7.0,2,144845,162756,17911,50,True,0,2,4,14,Maitland-Niles
2903,0,0,11,0,9.6,4,24,3,0,3.3,23.4,2019-08-24T16:30:00Z,90,10,0,0,0,0,3,0,343248,1,3,0.0,1,28446,90941,62495,50,False,0,3,4,15,Maitland-Niles
2904,0,0,19,0,41.7,4,31,2,0,8.3,29.4,2019-09-01T15:30:00Z,90,17,0,0,0,0,4,0,389576,2,2,12.0,1,31961,81984,50023,51,True,0,4,4,16,Maitland-Niles
2905,1,0,23,0,12.2,4,49,2,0,4.6,29.8,2019-09-15T15:30:00Z,90,18,0,0,0,0,5,0,453771,2,2,4.0,4,53075,97122,44047,51,False,0,5,4,20,Maitland-Niles
2906,0,0,-12,0,12.6,4,51,2,0,1.6,0.0,2019-09-22T15:30:00Z,40,2,0,0,0,1,6,0,528279,2,3,8.0,-3,64791,88126,23335,51,True,0,6,4,17,Maitland-Niles
2907,0,0,0,0,0.0,4,67,0,0,0.0,0.0,2019-09-30T19:00:00Z,0,12,0,0,0,0,7,0,400025,1,1,0.0,0,-117769,9791,127560,51,False,0,7,4,17,Maitland-Niles
2908,0,0,0,0,0.0,4,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,3,0,0,0,0,8,0,368825,0,1,0.0,0,-36045,6617,42662,50,True,0,8,4,17,Maitland-Niles
2909,0,0,0,0,0.0,4,88,0,0,0.0,0.0,2019-10-21T19:00:00Z,0,15,0,0,0,0,9,0,330367,0,1,0.0,0,-39815,3012,42827,50,False,0,9,4,17,Maitland-Niles
2910,0,0,0,0,0.0,4,91,0,0,0.0,0.0,2019-10-27T16:30:00Z,0,7,0,0,0,0,10,0,297254,2,2,0.0,0,-34413,850,35263,49,True,0,10,4,17,Maitland-Niles
2911,0,0,0,0,0.0,4,101,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,20,0,0,0,0,11,0,263873,1,1,0.0,0,-33655,1268,34923,48,True,0,11,4,17,Maitland-Niles
2912,0,0,0,0,0.0,4,113,0,0,0.0,0.0,2019-11-09T17:30:00Z,0,9,0,0,0,0,12,0,238898,0,2,0.0,0,-25155,515,25670,48,False,0,12,4,17,Maitland-Niles
2913,0,0,-1,0,0.0,487,5,0,0,0.5,5.4,2019-08-11T13:00:00Z,14,9,0,0,0,0,1,0,82601,0,0,0.0,1,0,0,0,60,False,0,1,487,1,Cutrone
2914,0,0,2,0,0.0,487,20,0,0,0.0,0.0,2019-08-19T19:00:00Z,1,12,0,0,0,0,2,0,79505,1,1,0.0,1,-13634,4567,18201,60,True,0,2,487,2,Cutrone
2915,0,0,0,0,0.0,487,30,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,5,0,0,0,0,3,0,67285,1,1,0.0,0,-14603,3513,18116,59,True,0,3,487,2,Cutrone
2916,0,0,2,0,15.7,487,35,2,0,5.7,3.2,2019-09-01T13:00:00Z,67,8,0,0,0,0,4,0,54350,2,3,38.0,2,-14322,1488,15810,58,False,0,4,487,4,Cutrone
2917,0,0,25,0,1.3,487,50,2,1,9.7,34.0,2019-09-14T14:00:00Z,45,6,0,0,0,0,5,0,50187,5,2,62.0,5,-5704,2394,8098,58,True,0,5,487,9,Cutrone
2918,0,0,3,0,0.1,487,54,0,0,0.0,0.2,2019-09-22T13:00:00Z,14,7,0,0,0,0,6,0,50387,1,1,0.0,1,-708,3180,3888,58,False,0,6,487,10,Cutrone
2919,0,0,2,0,3.3,487,70,0,0,0.3,0.0,2019-09-28T14:00:00Z,10,18,0,0,0,0,7,0,48628,0,2,0.0,1,-2274,2116,4390,57,True,0,7,487,11,Cutrone
2920,0,0,-3,1,1.5,487,75,0,0,1.2,0.0,2019-10-06T13:00:00Z,67,11,0,0,0,0,8,0,46443,2,0,11.0,2,-2499,1070,3569,57,False,0,8,487,13,Cutrone
2921,0,0,5,0,11.3,487,90,1,0,1.6,0.2,2019-10-19T14:00:00Z,61,16,0,0,0,0,9,0,46674,1,1,4.0,2,-328,2359,2687,57,True,0,9,487,15,Cutrone
2922,0,0,0,0,0.0,487,96,0,0,0.0,0.0,2019-10-27T14:00:00Z,0,13,0,0,0,0,10,0,46427,1,1,0.0,0,-445,1079,1524,57,False,0,10,487,15,Cutrone
2923,0,0,0,0,0.0,487,101,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,1,0,0,0,0,11,0,44761,1,1,0.0,0,-1860,896,2756,57,False,0,11,487,15,Cutrone
2924,0,0,3,0,0.3,487,120,1,0,0.1,0.2,2019-11-10T14:00:00Z,1,2,0,0,0,0,12,0,43121,1,2,0.0,1,-1710,362,2072,56,True,0,12,487,16,Cutrone
2925,0,0,0,0,0.0,491,6,0,0,0.0,0.0,2019-08-10T16:30:00Z,0,17,0,0,0,0,1,0,12791,1,3,0.0,0,0,0,0,45,False,0,1,491,0,Nakamba
2926,0,0,0,0,0.0,491,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,3,0,0,0,0,2,0,14792,2,1,0.0,0,-473,1069,1542,45,True,0,2,491,0,Nakamba
2927,0,0,0,0,0.0,491,21,0,0,0.0,0.0,2019-08-23T19:00:00Z,0,8,0,0,0,0,3,0,13501,0,2,0.0,0,-1680,423,2103,45,True,0,3,491,0,Nakamba
2928,0,0,0,0,0.0,491,34,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,7,0,0,0,0,4,0,12588,0,1,0.0,0,-1281,415,1696,45,False,0,4,491,0,Nakamba
2929,0,0,13,1,1.3,491,41,0,0,1.5,13.4,2019-09-16T19:00:00Z,80,19,0,0,0,0,5,0,28051,0,0,0.0,3,9822,14161,4339,44,True,0,5,491,3,Nakamba
2930,0,0,14,0,1.2,491,51,3,0,3.2,23.4,2019-09-22T15:30:00Z,84,1,0,0,0,0,6,0,50183,2,3,7.0,2,18185,23089,4904,44,False,0,6,491,5,Nakamba
2931,0,0,22,0,33.3,491,61,2,0,5.3,19.8,2019-09-28T14:00:00Z,90,5,0,0,0,0,7,0,73271,2,2,0.0,2,21251,29414,8163,44,True,0,7,491,7,Nakamba
2932,0,0,18,0,11.4,491,77,1,0,2.8,16.6,2019-10-05T14:00:00Z,90,14,0,0,0,0,8,0,81234,5,1,0.0,2,7745,14508,6763,44,False,0,8,491,9,Nakamba
2933,0,0,13,0,12.9,491,81,1,0,3.9,26.2,2019-10-19T14:00:00Z,90,4,0,0,0,0,9,0,87027,1,2,0.0,2,5288,12626,7338,44,True,0,9,491,11,Nakamba
2934,0,0,17,0,11.9,491,95,3,0,3.6,21.8,2019-10-26T11:30:00Z,90,11,0,0,0,0,10,0,87123,0,3,2.0,2,376,5121,4745,44,False,0,10,491,13,Nakamba
2935,0,0,13,0,1.3,491,102,2,0,1.7,15.6,2019-11-02T15:00:00Z,90,10,0,0,0,0,11,0,87435,2,1,0.0,2,-352,6396,6748,44,True,0,11,491,15,Nakamba
2936,0,0,9,0,1.7,491,120,1,0,2.8,17.0,2019-11-10T14:00:00Z,68,20,0,0,0,0,12,0,88768,1,2,9.0,1,827,4983,4156,44,False,1,12,491,16,Nakamba
2937,0,0,0,0,0.0,153,4,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,7,0,0,0,0,1,0,49374,0,0,0.0,0,0,0,0,65,False,0,1,153,0,Walcott
2938,0,0,1,0,1.5,153,15,0,0,0.3,1.0,2019-08-17T14:00:00Z,27,18,0,0,0,0,2,0,47822,0,1,0.0,1,-9050,2388,11438,65,True,0,2,153,1,Walcott
2939,0,0,-1,0,0.6,153,21,1,0,0.5,0.0,2019-08-23T19:00:00Z,12,2,0,0,0,0,3,0,41721,0,2,6.0,1,-7867,1176,9043,64,False,0,3,153,2,Walcott
2940,0,0,0,0,0.0,153,35,0,0,0.0,0.0,2019-09-01T13:00:00Z,0,20,0,0,0,0,4,0,37581,2,3,0.0,0,-5401,976,6377,64,True,0,4,153,2,Walcott
2941,0,0,2,0,0.7,153,42,0,0,1.8,8.2,2019-09-15T13:00:00Z,9,3,0,0,0,0,5,0,34548,1,3,9.0,1,-4159,931,5090,63,False,0,5,153,3,Walcott
2942,0,0,4,0,5.2,153,55,1,0,3.8,2.6,2019-09-21T14:00:00Z,19,15,0,0,0,0,6,0,33555,2,0,30.0,1,-1660,752,2412,63,True,0,6,153,4,Walcott
2943,0,0,3,0,0.0,153,65,0,0,0.0,0.0,2019-09-28T16:30:00Z,6,11,0,0,0,0,7,0,31838,3,1,0.0,1,-2148,467,2615,63,True,0,7,153,5,Walcott
2944,0,0,0,0,0.0,153,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,5,0,0,0,0,8,0,29806,0,1,0.0,0,-2263,295,2558,62,False,0,8,153,5,Walcott
2945,1,0,16,1,27.0,153,85,0,0,15.3,23.6,2019-10-19T11:30:00Z,85,19,0,0,0,0,9,0,29619,0,2,102.0,6,-650,494,1144,62,True,0,9,153,11,Walcott
2946,0,0,-3,0,2.1,153,92,1,0,6.2,5.8,2019-10-26T14:00:00Z,71,4,0,0,0,0,10,0,31221,2,3,54.0,2,1192,1660,468,62,False,0,10,153,13,Walcott
2947,0,0,4,0,14.3,153,106,1,0,2.6,5.2,2019-11-03T16:30:00Z,67,17,0,0,0,0,11,0,31457,1,1,6.0,1,-160,1197,1357,62,True,1,11,153,14,Walcott
2948,0,0,13,0,39.1,153,118,1,0,7.6,11.2,2019-11-09T15:00:00Z,73,16,0,0,0,0,12,0,32165,2,1,26.0,2,332,1347,1015,62,False,0,12,153,16,Walcott
2949,0,0,8,0,1.8,270,10,1,0,0.7,5.6,2019-08-11T13:00:00Z,66,1,0,0,0,0,1,0,40685,1,0,0.0,2,0,0,0,50,True,0,1,270,2,Longstaff
2950,1,0,9,0,11.5,270,17,1,0,2.9,17.0,2019-08-17T14:00:00Z,16,14,0,0,0,0,2,0,46594,1,3,0.0,3,-264,4053,4317,50,False,1,2,270,5,Longstaff
2951,0,0,6,1,0.5,270,28,0,0,2.8,10.6,2019-08-25T15:30:00Z,90,17,0,0,0,0,3,0,42015,1,0,17.0,3,-5222,1463,6685,50,False,0,3,270,8,Longstaff
2952,0,0,18,0,41.7,270,38,1,0,7.6,25.8,2019-08-31T14:00:00Z,90,18,0,0,0,0,4,0,44154,1,1,8.0,2,549,5242,4693,50,True,0,4,270,10,Longstaff
2953,0,0,0,0,0.0,270,44,0,0,0.0,0.0,2019-09-14T11:30:00Z,0,10,0,0,0,0,5,0,37074,1,3,0.0,0,-7146,1499,8645,50,False,0,5,270,10,Longstaff
2954,0,0,0,0,0.0,270,58,0,0,0.0,0.0,2019-09-21T16:30:00Z,0,4,0,0,0,0,6,0,29637,0,0,0.0,0,-7591,65,7656,50,True,0,6,270,10,Longstaff
2955,0,0,8,0,11.2,270,66,5,0,2.4,12.4,2019-09-29T15:30:00Z,90,9,0,0,0,0,7,0,26286,0,5,0.0,2,-3562,110,3672,50,False,0,7,270,12,Longstaff
2956,0,0,16,1,48.0,270,76,0,0,7.7,22.2,2019-10-06T15:30:00Z,90,12,0,0,0,0,8,0,25224,0,1,7.0,3,-1293,284,1577,50,True,0,8,270,15,Longstaff
2957,0,0,9,0,1.3,270,83,1,0,1.1,10.0,2019-10-19T14:00:00Z,90,6,0,0,0,0,9,0,26265,0,1,0.0,2,537,1699,1162,50,False,0,9,270,17,Longstaff
2958,0,0,-1,0,34.7,270,96,1,0,4.7,2.6,2019-10-27T14:00:00Z,81,20,0,0,0,1,10,0,26691,1,1,10.0,-1,234,1075,841,50,True,0,10,270,16,Longstaff
2959,0,0,0,0,0.0,270,110,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,19,0,0,0,0,11,0,23288,3,2,0.0,0,-3360,267,3627,50,False,0,11,270,16,Longstaff
2960,0,0,0,0,0.0,270,116,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,3,0,0,0,0,12,0,21820,1,2,0.0,0,-1547,44,1591,50,True,0,12,270,16,Longstaff
2961,0,0,3,0,0.0,69,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,1,15,0,0,0,0,1,0,31837,1,1,0.0,1,0,0,0,55,True,0,1,69,1,Solanke
2962,0,0,7,0,10.5,69,12,0,0,1.5,2.8,2019-08-17T14:00:00Z,14,2,0,0,0,0,2,0,33763,2,1,2.0,1,-3131,3002,6133,55,False,0,2,69,2,Solanke
2963,0,0,-1,0,0.3,69,22,0,0,5.9,4.2,2019-08-25T13:00:00Z,21,11,0,0,0,0,3,0,31326,3,1,54.0,1,-3846,2758,6604,55,True,0,3,69,3,Solanke
2964,0,0,2,0,2.1,69,36,1,0,1.6,4.8,2019-08-31T14:00:00Z,26,9,0,0,0,0,4,0,29690,1,3,9.0,1,-2816,2480,5296,54,False,0,4,69,4,Solanke
2965,0,0,4,0,11.8,69,42,1,0,3.7,3.0,2019-09-15T13:00:00Z,90,8,0,0,0,0,5,0,28548,1,3,22.0,2,-1942,2043,3985,54,True,0,5,69,6,Solanke
2966,0,0,0,0,12.4,69,59,1,0,1.9,2.4,2019-09-20T19:00:00Z,76,16,0,0,0,0,6,0,28714,3,1,4.0,2,-310,2321,2631,54,False,0,6,69,8,Solanke
